X,Y
1,0,-10,10,100
0.10101010101010033,-16.7122227272212
0.30303030303030276,-16.135431449481036
0.5050505050505052,-15.350869165071797
0.7070707070707076,-14.111189437482668
0.9090909090909083,-12.169045830202865
1.1111111111111107,-9.277091906721543
1.3131313131313131,-5.18798123052791
1.5151515151515156,0.34563263488884743
1.7171717171717162,7.5710961260394605
1.9191919191919187,16.735755679434867
2.121212121212121,28.086957731585827
2.3232323232323235,41.87204871900313
2.525252525252524,58.33837507819747
2.7272727272727266,77.73328324567987
2.929292929292929,100.30411965796105
3.1313131313131315,126.29823075155187
3.333333333333334,155.96296296296308
3.5353535353535346,189.5456627287051
3.737373737373737,227.2936764852895
3.9393939393939394,269.4543506692267
4.141414141414142,316.27503171702756
4.3434343434343425,368.0030660652023
4.545454545454545,424.88580015026287
4.747474747474747,487.17058040871945
4.94949494949495,555.1047532770828
5.1515151515151505,628.9356651918632
5.353535353535353,708.9106625895726
5.555555555555555,795.2770919067215
5.757575757575758,888.2822995798203
5.9595959595959584,988.1736320453791
6.161616161616163,1095.1984357399117
6.363636363636363,1209.6040570999246
6.565656565656564,1331.6378425619307
6.767676767676768,1461.5471385624435
6.969696969696969,1599.5792915379686
7.171717171717173,1745.9816479250221
7.373737373737374,1901.0015541601092
7.575757575757574,2064.886356679744
7.777777777777779,2237.88340192044
7.979797979797979,2420.240036318701
8.18181818181818,2612.203606311042
8.383838383838384,2814.0214583339775
8.585858585858585,3025.940938824011
8.787878787878789,3248.2093942176602
8.98989898989899,3481.074170951428
9.19191919191919,3724.7826154618297
9.393939393939394,3979.58207418538
9.595959595959595,4245.719893558583
9.7979797979798,4523.443420017955
10.0,4813.0
